Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R65,1KΩ,R_0603_1608Metric,144.04648,-93.90498,180.0,top
R66,200Ω/0.5W,R_0805_2012Metric,140.23648,-93.90498,180.0,top
R67,120Ω/0.5W,R_0805_2012Metric,140.23648,-97.71498,180.0,top
R68,100Ω/0.5W,R_0805_2012Metric,140.23648,-101.52498,180.0,top
R69,62Ω/0.5W,R_0805_2012Metric,144.04648,-97.71498,0.0,top
R70,33Ω/0.5W,R_0805_2012Metric,144.04648,-101.52498,0.0,top
R71,1KΩ,R_0603_1608Metric,154.94,-93.98,180.0,top
R72,200Ω/0.5W,R_0805_2012Metric,151.13,-93.98,180.0,top
R73,120Ω/0.5W,R_0805_2012Metric,151.13,-97.79,180.0,top
R74,100Ω/0.5W,R_0805_2012Metric,151.13,-101.6,180.0,top
R75,62Ω/0.5W,R_0805_2012Metric,154.94,-97.79,0.0,top
R76,33Ω/0.5W,R_0805_2012Metric,154.94,-101.6,0.0,top
R77,1KΩ,R_0603_1608Metric,165.73808,-94.00658,180.0,top
R78,200Ω/0.5W,R_0805_2012Metric,161.92808,-94.00658,180.0,top
R79,120Ω/0.5W,R_0805_2012Metric,161.92808,-97.81658,180.0,top
R80,100Ω/0.5W,R_0805_2012Metric,161.92808,-101.62658,180.0,top
R81,62Ω/0.5W,R_0805_2012Metric,165.73808,-97.81658,0.0,top
R82,33Ω/0.5W,R_0805_2012Metric,165.73808,-101.62658,0.0,top
R83,1KΩ,R_0603_1608Metric,176.60928,-94.00658,180.0,top
R84,200Ω/0.5W,R_0805_2012Metric,172.79928,-94.00658,180.0,top
R85,120Ω/0.5W,R_0805_2012Metric,172.79928,-97.81658,180.0,top
R86,100Ω/0.5W,R_0805_2012Metric,172.79928,-101.62658,180.0,top
R87,62Ω/0.5W,R_0805_2012Metric,176.60928,-97.81658,0.0,top
R88,33Ω/0.5W,R_0805_2012Metric,176.60928,-101.62658,0.0,top
R89,1KΩ,R_0603_1608Metric,187.37888,-94.00658,180.0,top
R90,200Ω/0.5W,R_0805_2012Metric,183.56888,-94.00658,180.0,top
R91,120Ω/0.5W,R_0805_2012Metric,183.56888,-97.81658,180.0,top
R92,100Ω/0.5W,R_0805_2012Metric,183.56888,-101.62658,180.0,top
R93,62Ω/0.5W,R_0805_2012Metric,187.37888,-97.81658,0.0,top
R94,33Ω/0.5W,R_0805_2012Metric,187.37888,-101.62658,0.0,top
R95,1KΩ,R_0603_1608Metric,198.30088,-94.05738,180.0,top
R96,200Ω/0.5W,R_0805_2012Metric,194.49088,-94.05738,180.0,top
R97,120Ω/0.5W,R_0805_2012Metric,194.49088,-97.86738,180.0,top
R98,100Ω/0.5W,R_0805_2012Metric,194.49088,-101.67738,180.0,top
R99,62Ω/0.5W,R_0805_2012Metric,198.30088,-97.86738,0.0,top
R100,33Ω/0.5W,R_0805_2012Metric,198.30088,-101.67738,0.0,top
S1,SS-10-15SPE,RS PRO SS-10-15SPE,130.4656,-44.2914,0.0,top
S2,SS-10-15SPE,RS PRO SS-10-15SPE,141.286,-44.2914,0.0,top
S3,SS-10-15SPE,RS PRO SS-10-15SPE,152.1572,-44.3168,0.0,top
S4,SS-10-15SPE,RS PRO SS-10-15SPE,162.9776,-44.3168,0.0,top
S5,SS-10-15SPE,RS PRO SS-10-15SPE,173.798,-44.3168,0.0,top
S6,SS-10-15SPE,RS PRO SS-10-15SPE,184.6184,-44.3168,0.0,top
S7,SS-10-15SPE,RS PRO SS-10-15SPE,195.5658,-44.3676,0.0,top
S8,SS-10-15SPE,RS PRO SS-10-15SPE,119.761,-109.008,0.0,top
S9,SS-10-15SPE,RS PRO SS-10-15SPE,130.7084,-108.966,0.0,top
S10,SS-10-15SPE,RS PRO SS-10-15SPE,141.478,-108.966,0.0,top
S11,SS-10-15SPE,RS PRO SS-10-15SPE,152.273,-108.9914,0.0,top
S12,SS-10-15SPE,RS PRO SS-10-15SPE,163.068,-108.966,0.0,top
S13,SS-10-15SPE,RS PRO SS-10-15SPE,174.0408,-108.9914,0.0,top
S14,SS-10-15SPE,RS PRO SS-10-15SPE,184.8104,-109.0676,0.0,top
S15,SS-10-15SPE,RS PRO SS-10-15SPE,195.7324,-109.0422,0.0,top
T1,230V - 6V,RS PRO Transfo 6V 0.35VA,111.76,-67.945,0.0,top
U1,LTV-814,SMDIP-4_W9.53mm,109.6264,-53.4416,0.0,top
U2,MCP3208,SOIC-16_3.9x9.9mm_P1.27mm,167.005,-66.675,90.0,top
U3,MCP3208,SOIC-16_3.9x9.9mm_P1.27mm,167.005,-76.835,90.0,top
U4,LMV321,SOT-23-5,135.89,-68.58,0.0,top
